from,to,time,message
42,40,2017-04-04T18:31:33+09:00,"Only at the end do you realize the power of the Dark Side. Would somebody get this big walking carpet out of my way? A Jedi uses the Force for knowledge and defense, never for attack."
40,42,2017-04-19T00:41:01+09:00,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later. Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet."
42,40,2017-04-03T16:16:54+09:00,"Hello Jerry, come to rub my face in urine again?"
40,42,2017-05-09T20:34:17+09:00,Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering. Wars not make one great.
40,42,2017-05-20T06:09:07+09:00,No reward is worth this.
42,40,2017-05-16T16:52:59+09:00,"Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid? No reward is worth this."
42,40,2017-05-12T14:22:43+09:00,Pluto's a planet.
40,42,2017-05-19T21:51:50+09:00,"I like what you got. You do have your moments. Not many, but you have them."
42,40,2017-05-23T10:56:28+09:00,Don’t even trip dawg. No reward is worth this.
40,42,2017-04-19T15:18:18+09:00,Only at the end do you realize the power of the Dark Side.
40,42,2017-05-04T06:42:20+09:00,"Now, witness the power of this fully operational battle station. You will never find a more wretched hive of scum and villainy. We must be cautious."
42,40,2017-05-26T15:54:38+09:00,"You do have your moments. Not many, but you have them. Now, witness the power of this fully operational battle station."
42,40,2017-04-18T03:40:23+09:00,"This isn't Game of Thrones, Morty. Would somebody get this big walking carpet out of my way?"
42,40,2017-04-06T08:22:22+09:00,"Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid? Now, witness the power of this fully operational battle station. Aren't you a little short for a Stormtrooper?"
42,40,2017-04-09T22:35:39+09:00,Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering.
40,42,2017-04-02T05:41:03+09:00,"Ohh yea, you gotta get schwifty. Shut him up or shut him down."
42,40,2017-04-11T06:51:07+09:00,"Well, you said you wanted to be around when I made a mistake. You do have your moments. Not many, but you have them."
42,40,2017-05-17T00:24:46+09:00,HI! I'M MR MEESEEKS! LOOK AT ME! Shut him up or shut him down.
40,42,2017-05-17T02:40:05+09:00,"You're our boy dog, don't even trip."
42,40,2017-04-18T15:39:16+09:00,"Who's the more foolish; the fool, or the fool who follows him?"
40,42,2017-04-30T16:13:28+09:00,Don’t even trip dawg.
42,40,2017-04-30T23:27:18+09:00,That is why you fail.
40,42,2017-05-09T05:30:46+09:00,"I'm the devil. What should I do when I fail? Give myself an ice cream? Snuffles was my slave name, you can call me snowball because my fur is pretty and white."
40,42,2017-05-06T02:14:36+09:00,"Go home and drink, grandpa. This isn't Game of Thrones, Morty. You know, that little droid is going to cause me a lot of trouble."
42,40,2017-05-24T05:52:35+09:00,You are unwise to lower your defenses! No reward is worth this. I'm the devil. What should I do when I fail? Give myself an ice cream?
40,42,2017-05-12T16:43:57+09:00,"A Jedi uses the Force for knowledge and defense, never for attack."
42,40,2017-04-02T06:29:44+09:00,"Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid? That is why you fail. Ohh yea, you gotta get schwifty."
40,42,2017-04-05T19:54:07+09:00,Adventure. Excitement. A Jedi craves not these things.
42,40,2017-04-20T20:12:25+09:00,"Hello Jerry, come to rub my face in urine again? Do. Or do not. There is no try."
40,42,2017-05-08T10:22:11+09:00,"Who's the more foolish; the fool, or the fool who follows him? Adventure. Excitement. A Jedi craves not these things. Snuffles was my slave name, you can call me snowball because my fur is pretty and white."
40,42,2017-05-03T19:50:16+09:00,"Never tell me the odds! Hello Jerry, come to rub my face in urine again? I'm the devil. What should I do when I fail? Give myself an ice cream?"
40,42,2017-04-16T01:34:44+09:00,Only at the end do you realize the power of the Dark Side. I don't get it and I don't need to.
42,40,2017-04-26T15:17:27+09:00,"He's not a hot girl. He can't just bail on his life and set up shop in someone else's. Aren't you a little short for a Stormtrooper? R2-D2, you know better than to trust a strange computer!"
40,42,2017-05-15T23:58:08+09:00,"I have a bad feeling about this. Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain. Who's the more foolish; the fool, or the fool who follows him?"
42,40,2017-04-23T13:07:47+09:00,"Only at the end do you realize the power of the Dark Side. If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed."
42,40,2017-04-15T10:20:19+09:00,No reward is worth this.
40,42,2017-05-28T12:20:45+09:00,"Who's the more foolish; the fool, or the fool who follows him?"
42,40,2017-05-14T06:17:34+09:00,Bounty hunters! We don't need this scum. I'm the devil. What should I do when I fail? Give myself an ice cream?
42,40,2017-05-16T05:18:12+09:00,"Pluto's a planet. Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid? Shut him up or shut him down."
42,40,2017-04-11T06:41:29+09:00,"If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed."
42,40,2017-04-13T12:52:31+09:00,"If you're saying that coming here was a bad idea, I'm starting to agree with you. Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid? I find your lack of faith disturbing."
41,42,2017-05-09T11:25:33+09:00,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later. Well, you said you wanted to be around when I made a mistake. Ohh yea, you gotta get schwifty."
41,42,2017-04-21T07:06:59+09:00,"It's not impossible. I used to bullseye womp rats in my T-16 back home, they're not much bigger than two meters. A Jedi uses the Force for knowledge and defense, never for attack. WUBBA LUBBA DUB DUBS!!!"
42,41,2017-04-28T03:55:22+09:00,I don't get it and I don't need to. WUBBA LUBBA DUB DUBS!!!
42,41,2017-04-30T23:03:58+09:00,"Aww, gee, you got me there Rick."
42,41,2017-04-10T05:14:08+09:00,"This isn't Game of Thrones, Morty."
41,42,2017-04-05T00:31:55+09:00,Only at the end do you realize the power of the Dark Side. I have a bad feeling about this.
41,42,2017-05-01T04:02:29+09:00,Yo! What up my glip glops! Never tell me the odds! Pluto's a planet.
41,42,2017-05-10T14:54:24+09:00,"Judge me by my size, do you? Who's the more foolish; the fool, or the fool who follows him? You're like Hitler, except...Hitler cared about Germany, or something."
41,42,2017-04-14T04:48:42+09:00,Aren't you a little short for a Stormtrooper?
42,41,2017-05-25T23:06:25+09:00,I'm the devil. What should I do when I fail? Give myself an ice cream? Don’t even trip dawg.
42,41,2017-05-25T19:18:55+09:00,"Yo! What up my glip glops! Go home and drink, grandpa. If you're saying that coming here was a bad idea, I'm starting to agree with you."
41,42,2017-05-02T17:30:40+09:00,"Aww, gee, you got me there Rick. Strike me down, and I will become more powerful than you could possibly imagine. You're our boy dog, don't even trip."
41,42,2017-04-15T22:29:52+09:00,"R2-D2, you know better than to trust a strange computer! Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering."
42,41,2017-05-17T04:50:32+09:00,"Snuffles was my slave name, you can call me snowball because my fur is pretty and white."
41,42,2017-05-06T08:52:04+09:00,"Go home and drink, grandpa."
42,41,2017-05-19T00:13:00+09:00,"I like what you got. Ohh yea, you gotta get schwifty. Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain."
41,42,2017-04-25T20:03:26+09:00,Adventure. Excitement. A Jedi craves not these things.
42,41,2017-04-07T22:06:15+09:00,Don’t even trip dawg. You'll find I'm full of surprises!
41,42,2017-05-27T12:36:04+09:00,"Aw, c'mon Rick. That doesn't seem so bad."
41,42,2017-05-07T10:03:13+09:00,HI! I'M MR MEESEEKS! LOOK AT ME!
41,42,2017-04-13T19:12:59+09:00,"You know, that little droid is going to cause me a lot of trouble."
42,41,2017-05-11T19:57:35+09:00,Don’t even trip dawg. Would somebody get this big walking carpet out of my way?
41,42,2017-04-21T12:48:15+09:00,"I find your lack of faith disturbing. If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed."
41,42,2017-04-04T08:55:05+09:00,"WUBBA LUBBA DUB DUBS!!! This isn't Game of Thrones, Morty."
42,41,2017-04-26T03:00:05+09:00,"You will never find a more wretched hive of scum and villainy. We must be cautious. If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed."
41,42,2017-04-29T12:40:07+09:00,"You will never find a more wretched hive of scum and villainy. We must be cautious. Who's the more foolish; the fool, or the fool who follows him?"
42,41,2017-04-10T20:20:25+09:00,"You do have your moments. Not many, but you have them. You will never find a more wretched hive of scum and villainy. We must be cautious. Don’t even trip dawg."
41,42,2017-04-07T05:51:38+09:00,Yo! What up my glip glops! Aren't you a little short for a Stormtrooper?
41,42,2017-05-04T15:35:24+09:00,"A Jedi uses the Force for knowledge and defense, never for attack."
41,42,2017-05-17T20:48:54+09:00,Aren't you a little short for a Stormtrooper?
42,41,2017-05-22T13:30:54+09:00,Wars not make one great. Adventure. Excitement. A Jedi craves not these things.
42,41,2017-04-24T03:34:46+09:00,"Aw, c'mon Rick. That doesn't seem so bad. Yo! What up my glip glops! Well, you said you wanted to be around when I made a mistake."
41,42,2017-05-24T20:53:58+09:00,"Ohh yea, you gotta get schwifty. Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet."
42,41,2017-05-05T15:27:26+09:00,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later. You are unwise to lower your defenses!"
42,41,2017-04-11T21:53:14+09:00,I like what you got.
41,42,2017-05-06T11:27:23+09:00,"Now, witness the power of this fully operational battle station. Aren't you a little short for a Stormtrooper?"
42,41,2017-04-16T02:50:58+09:00,"Judge me by my size, do you?"
41,42,2017-04-11T14:11:48+09:00,"You do have your moments. Not many, but you have them. It's not impossible. I used to bullseye womp rats in my T-16 back home, they're not much bigger than two meters. No reward is worth this."
41,42,2017-04-02T05:02:12+09:00,"WUBBA LUBBA DUB DUBS!!! Well, you said you wanted to be around when I made a mistake."
41,42,2017-05-13T03:49:40+09:00,"Only at the end do you realize the power of the Dark Side. Pluto's a planet. Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain."
41,42,2017-05-24T11:30:35+09:00,"Well, you said you wanted to be around when I made a mistake. There is no god, Summer; gotta rip that band-aid off now you'll thank me later. Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet."
42,41,2017-04-13T19:55:33+09:00,"Aww, gee, you got me there Rick. Pluto's a planet."
42,41,2017-04-25T21:45:38+09:00,"Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet. You're like Hitler, except...Hitler cared about Germany, or something."
42,41,2017-05-25T01:17:31+09:00,HI! I'M MR MEESEEKS! LOOK AT ME! He's not a hot girl. He can't just bail on his life and set up shop in someone else's.
42,41,2017-05-26T16:02:19+09:00,"Aw, c'mon Rick. That doesn't seem so bad. He's not a hot girl. He can't just bail on his life and set up shop in someone else's."
41,42,2017-04-02T21:32:41+09:00,"You're our boy dog, don't even trip. R2-D2, you know better than to trust a strange computer!"
41,42,2017-04-20T04:44:32+09:00,"You're like Hitler, except...Hitler cared about Germany, or something."
41,42,2017-04-11T18:27:01+09:00,"No reward is worth this. You know, that little droid is going to cause me a lot of trouble. You do have your moments. Not many, but you have them."
